aliens, 0.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.125, 0.125, 0.25, 0.0, 0.375, 0.125, 0.375, 0.4
bait, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.125, 0.125, 0.125, 0.375, 0.125, 0.125, 0.125, 0.4117647058823529
blacksmoke, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.36363636363636365, 0.2727272727272727, 0.6666666666666666
boloadventures, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.4, 0.06666666666666667, 0.0, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.4, 0.34375
boulderchase, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.4782608695652174
boulderdash, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.4090909090909091
brainman, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.1, 0.1, 0.0, 0.4, 0.2, 0.3, 0.2, 0.3793103448275862
butterflies, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.25, 0.25, 0.0, 0.25, 0.5, 0.0, 0.0, 0.8
cakybaky, 1.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.2, 0.1, 0.1, 0.0, 0.2, 0.5, 0.0, 0.8181818181818182
camelRace, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.08333333333333333, 0.08333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666, 0.16666666666666666, 0.5
catapults, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.16666666666666666, 0.0, 0.4166666666666667, 0.2112676056338028
chase, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.2, 0.2, 0.0, 0.0, 0.4, 0.0, 0.4, 0.7272727272727273
chopper, 1.0, 1.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.17647058823529413, 0.058823529411764705, 0.058823529411764705, 0.0, 0.17647058823529413, 0.35294117647058826, 0.29411764705882354, 0.391304347826087
cookmepasta, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.08333333333333333, 0.08333333333333333, 0.0, 0.08333333333333333, 0.0, 0.4166666666666667, 0.3333333333333333, 0.24390243902439024
crossfire, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.2, 0.2, 0.2, 0.2, 0.4, 0.0, 0.2, 0.6
defem, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.07692307692307693, 0.46153846153846156, 0.0, 0.5384615384615384, 0.15384615384615385, 0.38461538461538464, 0.6
defender, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.09090909090909091, 0.09090909090909091, 0.0, 0.0, 0.18181818181818182, 0.36363636363636365, 0.45454545454545453, 0.5384615384615384
digdug, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.1, 0.2, 0.1, 0.4, 0.1, 0.4, 0.3333333333333333
eggomania, 0.0, 1.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.0, 0.0, 0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.6666666666666666
enemycitadel, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.375, 0.125, 0.0, 0.125, 0.25, 0.375, 0.0, 0.8285714285714286
escape, 1.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.2, 0.2, 0.2, 0.2, 0.4, 0.2, 0.0, 0.75
factorymanager, 1.0, 1.0, 0.0, 1.0, 0.5, 0.5, 0.05263157894736842, 0.05263157894736842, 0.0, 0.0, 0.0, 0.47368421052631576, 0.631578947368421, 0.2978723404255319
firecaster, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.1111111111111111, 0.1111111111111111, 0.0, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.4444444444444444, 0.5
firestorms, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.7142857142857143
frogs, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.09090909090909091, 0.09090909090909091, 0.45454545454545453, 0.09090909090909091, 0.18181818181818182, 0.2727272727272727, 0.09090909090909091, 1.0
gymkhana, 1.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.3333333333333333, 0.1111111111111111, 0.0, 0.3888888888888889, 0.20168067226890757
